"","title","writer","written","rating","word","sentiment_bayes"
"22997","Mummies, rsoetta stone, Pergmaine Altar.","Milauskas","Aug 2019",5,"stone","unknown"
"22998","Mummies, rsoetta stone, Pergmaine Altar.","Milauskas","Aug 2019",5,"british","unknown"
"22999","Mummies, rsoetta stone, Pergmaine Altar.","Milauskas","Aug 2019",5,"museum","unknown"
"23000","Mummies, rsoetta stone, Pergmaine Altar.","Milauskas","Aug 2019",5,"found","unknown"
"23001","Mummies, rsoetta stone, Pergmaine Altar.","Milauskas","Aug 2019",5,"viewed","unknown"
"23002","Be prepared not to see everything in One time visit","DUDETTE33","Aug 2019",5,"exhibit","unknown"
"23003","Be prepared not to see everything in One time visit","DUDETTE33","Aug 2019",5,"half","unknown"
"23004","Be prepared not to see everything in One time visit","DUDETTE33","Aug 2019",5,"day","unknown"
"23005","Be prepared not to see everything in One time visit","DUDETTE33","Aug 2019",5,"visit","unknown"
"23006","A cornucopia of treasure and enlightenment","Masseyk","Aug 2019",4,"amazing","surprise"
"23007","A cornucopia of treasure and enlightenment","Masseyk","Aug 2019",4,"hours","unknown"
"23008","A cornucopia of treasure and enlightenment","Masseyk","Aug 2019",4,"overwhelmed","unknown"
"23009","A cornucopia of treasure and enlightenment","Masseyk","Aug 2019",4,"vastness","unknown"
"23010","A cornucopia of treasure and enlightenment","Masseyk","Aug 2019",4,"collection","unknown"
"23011","A cornucopia of treasure and enlightenment","Masseyk","Aug 2019",4,"visits","unknown"
"23012","A cornucopia of treasure and enlightenment","Masseyk","Aug 2019",4,"roughly","unknown"
"23013","A cornucopia of treasure and enlightenment","Masseyk","Aug 2019",4,"skim","unknown"
"23014","A cornucopia of treasure and enlightenment","Masseyk","Aug 2019",4,"exhibits","unknown"
"23015","A cornucopia of treasure and enlightenment","Masseyk","Aug 2019",4,"advise","unknown"
"23016","A cornucopia of treasure and enlightenment","Masseyk","Aug 2019",4,"map","unknown"
"23017","A cornucopia of treasure and enlightenment","Masseyk","Aug 2019",4,"gratis","unknown"
"23018","A cornucopia of treasure and enlightenment","Masseyk","Aug 2019",4,"tick","unknown"
"23019","An endlessly vast museum ","stantp1916","Aug 2019",5,"britain","unknown"
"23020","An endlessly vast museum ","stantp1916","Aug 2019",5,"museums","unknown"
"23021","An endlessly vast museum ","stantp1916","Aug 2019",5,"free","unknown"
"23022","An endlessly vast museum ","stantp1916","Aug 2019",5,"that’s","unknown"
"23023","An endlessly vast museum ","stantp1916","Aug 2019",5,"brought","unknown"
"23024","An endlessly vast museum ","stantp1916","Aug 2019",5,"british","unknown"
"23025","An endlessly vast museum ","stantp1916","Aug 2019",5,"museum","unknown"
"23026","An endlessly vast museum ","stantp1916","Aug 2019",5,"museum","unknown"
"23027","An endlessly vast museum ","stantp1916","Aug 2019",5,"lots","unknown"
"23028","An endlessly vast museum ","stantp1916","Aug 2019",5,"collections","unknown"
"23029","An endlessly vast museum ","stantp1916","Aug 2019",5,"world","unknown"
"23030","An endlessly vast museum ","stantp1916","Aug 2019",5,"display","unknown"
"23031","An endlessly vast museum ","stantp1916","Aug 2019",5,"collection","unknown"
"23032","An endlessly vast museum ","stantp1916","Aug 2019",5,"vast","unknown"
"23033","An endlessly vast museum ","stantp1916","Aug 2019",5,"couldn’t","unknown"
"23034","An endlessly vast museum ","stantp1916","Aug 2019",5,"finish","unknown"
"23035","An endlessly vast museum ","stantp1916","Aug 2019",5,"day","unknown"
"23036","An endlessly vast museum ","stantp1916","Aug 2019",5,"it’s","unknown"
"23037","great collection","Liga Bella G","Aug 2019",4,"beautiful","unknown"
"23038","great collection","Liga Bella G","Aug 2019",4,"museum","unknown"
"23039","great collection","Liga Bella G","Aug 2019",4,"downhill","unknown"
"23040","great collection","Liga Bella G","Aug 2019",4,"occasions","unknown"
"23041","great collection","Liga Bella G","Aug 2019",4,"explore","unknown"
"23042","One of the top museums in the world—just go!","santacruzer_95060","Aug 2019",5,"british","unknown"
"23043","One of the top museums in the world—just go!","santacruzer_95060","Aug 2019",5,"museum","unknown"
"23044","One of the top museums in the world—just go!","santacruzer_95060","Aug 2019",5,"amazing","surprise"
"23045","One of the top museums in the world—just go!","santacruzer_95060","Aug 2019",5,"learn","unknown"
"23046","One of the top museums in the world—just go!","santacruzer_95060","Aug 2019",5,"history","unknown"
"23047","One of the top museums in the world—just go!","santacruzer_95060","Aug 2019",5,"world’s","unknown"
"23048","One of the top museums in the world—just go!","santacruzer_95060","Aug 2019",5,"culture","unknown"
"23049","One of the top museums in the world—just go!","santacruzer_95060","Aug 2019",5,"artifacts","unknown"
"23050","One of the top museums in the world—just go!","santacruzer_95060","Aug 2019",5,"cultures","unknown"
"23051","One of the top museums in the world—just go!","santacruzer_95060","Aug 2019",5,"world","unknown"
"23052","One of the top museums in the world—just go!","santacruzer_95060","Aug 2019",5,"easter","unknown"
"23053","One of the top museums in the world—just go!","santacruzer_95060","Aug 2019",5,"island","unknown"
"23054","One of the top museums in the world—just go!","santacruzer_95060","Aug 2019",5,"rapa","unknown"
"23055","One of the top museums in the world—just go!","santacruzer_95060","Aug 2019",5,"nui","unknown"
"23056","One of the top museums in the world—just go!","santacruzer_95060","Aug 2019",5,"ancient","unknown"
"23057","One of the top museums in the world—just go!","santacruzer_95060","Aug 2019",5,"greece","unknown"
"23058","One of the top museums in the world—just go!","santacruzer_95060","Aug 2019",5,"egypt","unknown"
"23059","One of the top museums in the world—just go!","santacruzer_95060","Aug 2019",5,"maya","unknown"
"23060","One of the top museums in the world—just go!","santacruzer_95060","Aug 2019",5,"don’t","unknown"
"23061","One of the top museums in the world—just go!","santacruzer_95060","Aug 2019",5,"miss","unknown"
"23062","One of the top museums in the world—just go!","santacruzer_95060","Aug 2019",5,"hall","unknown"
"23063","One of the top museums in the world—just go!","santacruzer_95060","Aug 2019",5,"museums","unknown"
"23064","Amazing","Susan R","Aug 2019",5,"museum","unknown"
"23065","Amazing","Susan R","Aug 2019",5,"houses","unknown"
"23066","Amazing","Susan R","Aug 2019",5,"amazing","surprise"
"23067","Amazing","Susan R","Aug 2019",5,"collection","unknown"
"23068","Amazing","Susan R","Aug 2019",5,"artefacts","unknown"
"23069","Amazing","Susan R","Aug 2019",5,"egyptian","unknown"
"23070","Amazing","Susan R","Aug 2019",5,"roman","unknown"
"23071","Amazing","Susan R","Aug 2019",5,"greek","unknown"
"23072","Amazing","Susan R","Aug 2019",5,"anglo","unknown"
"23073","Amazing","Susan R","Aug 2019",5,"saxon","unknown"
"23074","Amazing","Susan R","Aug 2019",5,"viking","unknown"
"23075","Amazing","Susan R","Aug 2019",5,"times","unknown"
"23076","Amazing","Susan R","Aug 2019",5,"free","unknown"
"23077","Amazing","Susan R","Aug 2019",5,"sutton","unknown"
"23078","Amazing","Susan R","Aug 2019",5,"hoo","unknown"
"23079","Amazing","Susan R","Aug 2019",5,"collection","unknown"
"23080","Amazing","Susan R","Aug 2019",5,"security","unknown"
"23081","Amazing","Susan R","Aug 2019",5,"involves","unknown"
"23082","Amazing","Susan R","Aug 2019",5,"bag","unknown"
"23083","Amazing","Susan R","Aug 2019",5,"search","unknown"
"23084","Amazing","Susan R","Aug 2019",5,"involve","unknown"
"23085","Amazing","Susan R","Aug 2019",5,"queues","unknown"
"23086","Amazing","Susan R","Aug 2019",5,"worth","unknown"
"23087","Amazing","Susan R","Aug 2019",5,"inside","unknown"
"23088","Great times","MSZNLN","Aug 2019",5,"amazing","surprise"
"23089","Great times","MSZNLN","Aug 2019",5,"museum","unknown"
"23090","Great times","MSZNLN","Aug 2019",5,"helpful","unknown"
"23091","Great times","MSZNLN","Aug 2019",5,"service","unknown"
"23092","Great times","MSZNLN","Aug 2019",5,"offered","unknown"
"23093","Great times","MSZNLN","Aug 2019",5,"kids","unknown"
"23094","Great times","MSZNLN","Aug 2019",5,"exposure","unknown"
"23095","Great times","MSZNLN","Aug 2019",5,"cultures","unknown"
"23096","Great times","MSZNLN","Aug 2019",5,"world","unknown"
"23097","Nice visit","Lim","Aug 2019",5,"british","unknown"
"23098","Nice visit","Lim","Aug 2019",5,"museum","unknown"
"23099","Nice visit","Lim","Aug 2019",5,"nice","unknown"
"23100","Nice visit","Lim","Aug 2019",5,"sculptures","unknown"
"23101","Nice visit","Lim","Aug 2019",5,"countries","unknown"
"23102","Nice visit","Lim","Aug 2019",5,"world","unknown"
"23103","Nice visit","Lim","Aug 2019",5,"loved","unknown"
"23104","Nice visit","Lim","Aug 2019",5,"surely","unknown"
"23105","Nice visit","Lim","Aug 2019",5,"recommend","unknown"
"23106","Nice visit","Lim","Aug 2019",5,"art","unknown"
"23107","Nice visit","Lim","Aug 2019",5,"kids","unknown"
"23108","Nice visit","Lim","Aug 2019",5,"age","unknown"
"23109","Nice visit","Lim","Aug 2019",5,"don’t","unknown"
"23110","Nice visit","Lim","Aug 2019",5,"art","unknown"
"23111","Nice visit","Lim","Aug 2019",5,"fun","unknown"
"23112","Museum not to miss","newyorkpaulandliz","Aug 2019",5,"wonderful","surprise"
"23113","Museum not to miss","newyorkpaulandliz","Aug 2019",5,"museum","unknown"
"23114","Museum not to miss","newyorkpaulandliz","Aug 2019",5,"multiple","unknown"
"23115","Museum not to miss","newyorkpaulandliz","Aug 2019",5,"exhibitions","unknown"
"23116","Museum not to miss","newyorkpaulandliz","Aug 2019",5,"worth","unknown"
"23117","Museum not to miss","newyorkpaulandliz","Aug 2019",5,"admission","unknown"
"23118","Museum not to miss","newyorkpaulandliz","Aug 2019",5,"free","unknown"
"23119","Museum not to miss","newyorkpaulandliz","Aug 2019",5,"plan","unknown"
"23120","Museum not to miss","newyorkpaulandliz","Aug 2019",5,"spending","unknown"
"23121","Museum not to miss","newyorkpaulandliz","Aug 2019",5,"day","unknown"
"23122","Museum not to miss","newyorkpaulandliz","Aug 2019",5,"exhibits","unknown"
"23123","Museum not to miss","newyorkpaulandliz","Aug 2019",5,"dont","unknown"
"23124","Museum not to miss","newyorkpaulandliz","Aug 2019",5,"miss","unknown"
"23125","Museum not to miss","newyorkpaulandliz","Aug 2019",5,"rosetta","unknown"
"23126","Museum not to miss","newyorkpaulandliz","Aug 2019",5,"stone","unknown"
"23127","Museum not to miss","newyorkpaulandliz","Aug 2019",5,"display","unknown"
"23128","A trip through history","Richard P","Aug 2019",5,"spend","unknown"
"23129","A trip through history","Richard P","Aug 2019",5,"time","unknown"
"23130","A trip through history","Richard P","Aug 2019",5,"british","unknown"
"23131","A trip through history","Richard P","Aug 2019",5,"history","unknown"
"23132","A trip through history","Richard P","Aug 2019",5,"museum","unknown"
"23133","A trip through history","Richard P","Aug 2019",5,"amazement","surprise"
"23134","A trip through history","Richard P","Aug 2019",5,"surprise","surprise"
"23135","A trip through history","Richard P","Aug 2019",5,"found","unknown"
"23136","A trip through history","Richard P","Aug 2019",5,"huge","unknown"
"23137","A trip through history","Richard P","Aug 2019",5,"section","unknown"
"23138","A trip through history","Richard P","Aug 2019",5,"technology","unknown"
"23139","A trip through history","Richard P","Aug 2019",5,"included","unknown"
"23140","A trip through history","Richard P","Aug 2019",5,"replica","unknown"
"23141","A trip through history","Richard P","Aug 2019",5,"computer","unknown"
"23142","A trip through history","Richard P","Aug 2019",5,"designed","unknown"
"23143","A trip through history","Richard P","Aug 2019",5,"charles","unknown"
"23144","A trip through history","Richard P","Aug 2019",5,"babbage","unknown"
"23145","A trip through history","Richard P","Aug 2019",5,"mid","unknown"
"23146","A trip through history","Richard P","Aug 2019",5,"called","unknown"
"23147","A trip through history","Richard P","Aug 2019",5,"analytical","unknown"
"23148","A trip through history","Richard P","Aug 2019",5,"machine","unknown"
"23149","Amazing but super crowded","CCR","Aug 2019",4,"legendary","unknown"
"23150","Amazing but super crowded","CCR","Aug 2019",4,"numerous","unknown"
"23151","Amazing but super crowded","CCR","Aug 2019",4,"amazing","surprise"
"23152","Amazing but super crowded","CCR","Aug 2019",4,"items","unknown"
"23153","Amazing but super crowded","CCR","Aug 2019",4,"free","unknown"
"23154","Amazing but super crowded","CCR","Aug 2019",4,"covered","unknown"
"23155","Amazing but super crowded","CCR","Aug 2019",4,"people","unknown"
"23156","Amazing but super crowded","CCR","Aug 2019",4,"crowd","unknown"
"23157","Amazing but super crowded","CCR","Aug 2019",4,"control","unknown"
"23158","Amazing but super crowded","CCR","Aug 2019",4,"eliminate","unknown"
"23159","Amazing but super crowded","CCR","Aug 2019",4,"bottlenecks","unknown"
"23160","Amazing but super crowded","CCR","Aug 2019",4,"rude","unknown"
"23161","Amazing but super crowded","CCR","Aug 2019",4,"people","unknown"
"23162","Amazing but super crowded","CCR","Aug 2019",4,"standing","unknown"
"23163","Amazing but super crowded","CCR","Aug 2019",4,"blocking","unknown"
"23164","Amazing but super crowded","CCR","Aug 2019",4,"exhibits","unknown"
"23165","Amazing but super crowded","CCR","Aug 2019",4,"doors","unknown"
"23166","Amazing but super crowded","CCR","Aug 2019",4,"staircases","unknown"
"23167","Marvelous collection, must visit","Marie Roos","Aug 2019",5,"walk","joy"
"23168","Marvelous collection, must visit","Marie Roos","Aug 2019",5,"hours","unknown"
"23169","Marvelous collection, must visit","Marie Roos","Aug 2019",5,"days","unknown"
"23170","Marvelous collection, must visit","Marie Roos","Aug 2019",5,"collection","unknown"
"23171","Marvelous collection, must visit","Marie Roos","Aug 2019",5,"totally","unknown"
"23172","Marvelous collection, must visit","Marie Roos","Aug 2019",5,"understand","unknown"
"23173","Marvelous collection, must visit","Marie Roos","Aug 2019",5,"people","unknown"
"23174","Marvelous collection, must visit","Marie Roos","Aug 2019",5,"queuing","unknown"
"23175","Marvelous collection, must visit","Marie Roos","Aug 2019",5,"morning","unknown"
"23176","Huge","Matthaus_n","Aug 2019",5,"huge","unknown"
"23177","Huge","Matthaus_n","Aug 2019",5,"museum","unknown"
"23178","Huge","Matthaus_n","Aug 2019",5,"thousands","unknown"
"23179","Huge","Matthaus_n","Aug 2019",5,"items","unknown"
"23180","Huge","Matthaus_n","Aug 2019",5,"limited","unknown"
"23181","Huge","Matthaus_n","Aug 2019",5,"time","unknown"
"23182","Huge","Matthaus_n","Aug 2019",5,"items","unknown"
"23183","Huge","Matthaus_n","Aug 2019",5,"brochure","unknown"
"23184","World class!","Julie HC","Aug 2019",5,"magnificent","unknown"
"23185","World class!","Julie HC","Aug 2019",5,"museum","unknown"
"23186","World class!","Julie HC","Aug 2019",5,"houses","unknown"
"23187","World class!","Julie HC","Aug 2019",5,"collection","unknown"
"23188","World class!","Julie HC","Aug 2019",5,"unbelievable","unknown"
"23189","World class!","Julie HC","Aug 2019",5,"due","unknown"
"23190","World class!","Julie HC","Aug 2019",5,"displayed","unknown"
"23191","World class!","Julie HC","Aug 2019",5,"close","joy"
"23192","World class!","Julie HC","Aug 2019",5,"thousand","unknown"
"23193","World class!","Julie HC","Aug 2019",5,"relics","unknown"
"23194","World class!","Julie HC","Aug 2019",5,"touch","unknown"
"23195","World class!","Julie HC","Aug 2019",5,"lot","unknown"
"23196","World class!","Julie HC","Aug 2019",5,"people","unknown"
"23197","World class!","Julie HC","Aug 2019",5,"visit","unknown"
"23198","World class!","Julie HC","Aug 2019",5,"people","unknown"
"23199","Beautiful Museum","jeangorman273","Aug 2019",5,"beautiful","unknown"
"23200","Beautiful Museum","jeangorman273","Aug 2019",5,"museum","unknown"
"23201","Beautiful Museum","jeangorman273","Aug 2019",5,"greek","unknown"
"23202","Beautiful Museum","jeangorman273","Aug 2019",5,"section","unknown"
"23203","Beautiful Museum","jeangorman273","Aug 2019",5,"fascinating","joy"
"23204","Beautiful Museum","jeangorman273","Aug 2019",5,"building","unknown"
"23205","Beautiful Museum","jeangorman273","Aug 2019",5,"amazing","surprise"
"23206","Beautiful Museum","jeangorman273","Aug 2019",5,"lovely","unknown"
"23207","Beautiful Museum","jeangorman273","Aug 2019",5,"experience","unknown"
"23208","Too Busy","ANNIE0975","Aug 2019",3,"fridayth","unknown"
"23209","Too Busy","ANNIE0975","Aug 2019",3,"busy","unknown"
"23210","Too Busy","ANNIE0975","Aug 2019",3,"hot","unknown"
"23211","Too Busy","ANNIE0975","Aug 2019",3,"literally","unknown"
"23212","Too Busy","ANNIE0975","Aug 2019",3,"anatomy","unknown"
"23213","Too Busy","ANNIE0975","Aug 2019",3,"dinosaurs","unknown"
"23214","Too Busy","ANNIE0975","Aug 2019",3,"left","unknown"
"23215","Egypt","Jemjack","Aug 2019",5,"brought","unknown"
"23216","Egypt","Jemjack","Aug 2019",5,"nephew","unknown"
"23217","Egypt","Jemjack","Aug 2019",5,"loved","unknown"
"23218","Egypt","Jemjack","Aug 2019",5,"grimness","unknown"
"23219","Egypt","Jemjack","Aug 2019",5,"mummified","unknown"
"23220","Egypt","Jemjack","Aug 2019",5,"animals","unknown"
"23221","Egypt","Jemjack","Aug 2019",5,"school","unknown"
"23222","Egypt","Jemjack","Aug 2019",5,"project","unknown"
"23223","Beautiful Museum with something for everyone","Michelle P","Aug 2019",5,"specifically","unknown"
"23224","Beautiful Museum with something for everyone","Michelle P","Aug 2019",5,"rosetta","unknown"
"23225","Beautiful Museum with something for everyone","Michelle P","Aug 2019",5,"stone","unknown"
"23226","Beautiful Museum with something for everyone","Michelle P","Aug 2019",5,"amazing","surprise"
"23227","Beautiful Museum with something for everyone","Michelle P","Aug 2019",5,"museum","unknown"
"23228","Beautiful Museum with something for everyone","Michelle P","Aug 2019",5,"houses","unknown"
"23229","Beautiful Museum with something for everyone","Michelle P","Aug 2019",5,"treasures","unknown"
"23230","Beautiful Museum with something for everyone","Michelle P","Aug 2019",5,"day","unknown"
"23231","Beautiful Museum with something for everyone","Michelle P","Aug 2019",5,"matter","unknown"
"23232","Beautiful Museum with something for everyone","Michelle P","Aug 2019",5,"treasures","unknown"
"23233","Beautiful Museum with something for everyone","Michelle P","Aug 2019",5,"satisfy","joy"
"23234","Beautiful Museum with something for everyone","Michelle P","Aug 2019",5,"crowded","unknown"
"23235","Beautiful Museum with something for everyone","Michelle P","Aug 2019",5,"bear","unknown"
"23236","Busy","RedhairMelbourne","Aug 2019",2,"visited","unknown"
"23237","Busy","RedhairMelbourne","Aug 2019",2,"sunday","unknown"
"23238","Busy","RedhairMelbourne","Aug 2019",2,"pm","unknown"
"23239","Busy","RedhairMelbourne","Aug 2019",2,"crazy","unknown"
"23240","Busy","RedhairMelbourne","Aug 2019",2,"due","unknown"
"23241","Busy","RedhairMelbourne","Aug 2019",2,"crowds","unknown"
"23242","Busy","RedhairMelbourne","Aug 2019",2,"i’ll","unknown"
"23243","Busy","RedhairMelbourne","Aug 2019",2,"day","unknown"
"23244","Busy","RedhairMelbourne","Aug 2019",2,"time","unknown"
"23245","So busy!!! ","Adventure couple","Aug 2019",3,"visited","unknown"
"23246","So busy!!! ","Adventure couple","Aug 2019",3,"peak","unknown"
"23247","So busy!!! ","Adventure couple","Aug 2019",3,"time","unknown"
"23248","So busy!!! ","Adventure couple","Aug 2019",3,"extremely","unknown"
"23249","So busy!!! ","Adventure couple","Aug 2019",3,"busy","unknown"
"23250","So busy!!! ","Adventure couple","Aug 2019",3,"busy","unknown"
"23251","So busy!!! ","Adventure couple","Aug 2019",3,"couldn’t","unknown"
"23252","So busy!!! ","Adventure couple","Aug 2019",3,"quieter","unknown"
"23253","So busy!!! ","Adventure couple","Aug 2019",3,"time","unknown"
"23254","So busy!!! ","Adventure couple","Aug 2019",3,"ruined","unknown"
"23255","So busy!!! ","Adventure couple","Aug 2019",3,"experience","unknown"
"23256","Amazing museum","tigger2594","Aug 2019",5,"missed","unknown"
"23257","Amazing museum","tigger2594","Aug 2019",5,"rosetta","unknown"
"23258","Amazing museum","tigger2594","Aug 2019",5,"stone","unknown"
"23259","Amazing museum","tigger2594","Aug 2019",5,"refresh","unknown"
"23260","Amazing museum","tigger2594","Aug 2019",5,"memory","unknown"
"23261","Amazing museum","tigger2594","Aug 2019",5,"it’s","unknown"
"23262","Amazing museum","tigger2594","Aug 2019",5,"free","unknown"
"23263","Amazing museum","tigger2594","Aug 2019",5,"enter","unknown"
"23264","Amazing museum","tigger2594","Aug 2019",5,"donations","unknown"
"23265","Amazing museum","tigger2594","Aug 2019",5,"easily","unknown"
"23266","Amazing museum","tigger2594","Aug 2019",5,"enter","unknown"
"23267","Amazing museum","tigger2594","Aug 2019",5,"busy","unknown"
"23268","Amazing museum","tigger2594","Aug 2019",5,"saturday","unknown"
"23269","Amazing museum","tigger2594","Aug 2019",5,"weather","unknown"
"23270","Amazing museum","tigger2594","Aug 2019",5,"cloudy","unknown"
"23271","Amazing museum","tigger2594","Aug 2019",5,"rain","unknown"
"23272","Amazing museum","tigger2594","Aug 2019",5,"predicted","unknown"
"23273","Amazing museum","tigger2594","Aug 2019",5,"heard","unknown"
"23274","Amazing museum","tigger2594","Aug 2019",5,"female","unknown"
"23275","Manga ","Harry H","Aug 2019",5,"visited","unknown"
"23276","Manga ","Harry H","Aug 2019",5,"manga","unknown"
"23277","Manga ","Harry H","Aug 2019",5,"exhibitions","unknown"
"23278","Manga ","Harry H","Aug 2019",5,"brilliant","unknown"
"23279","Manga ","Harry H","Aug 2019",5,"highly","unknown"
"23280","Manga ","Harry H","Aug 2019",5,"recommend","unknown"
"23281","Manga ","Harry H","Aug 2019",5,"museum","unknown"
"23282","Manga ","Harry H","Aug 2019",5,"beautiful","unknown"
"23283","Maybe the best museum in the world","Aaron A","Aug 2019",5,"artefacts","unknown"
"23284","Maybe the best museum in the world","Aaron A","Aug 2019",5,"museum","unknown"
"23285","Maybe the best museum in the world","Aaron A","Aug 2019",5,"famous","unknown"
"23286","Maybe the best museum in the world","Aaron A","Aug 2019",5,"astonishing","surprise"
"23287","Maybe the best museum in the world","Aaron A","Aug 2019",5,"museum","unknown"
"23288","Maybe the best museum in the world","Aaron A","Aug 2019",5,"rosetta","unknown"
"23289","Maybe the best museum in the world","Aaron A","Aug 2019",5,"stone","unknown"
"23290","Maybe the best museum in the world","Aaron A","Aug 2019",5,"worth","unknown"
"23291","Maybe the best museum in the world","Aaron A","Aug 2019",5,"trip","unknown"
"23292","Maybe the best museum in the world","Aaron A","Aug 2019",5,"attractions","unknown"
"23293","Maybe the best museum in the world","Aaron A","Aug 2019",5,"include","unknown"
"23294","Maybe the best museum in the world","Aaron A","Aug 2019",5,"elgin","unknown"
"23295","Maybe the best museum in the world","Aaron A","Aug 2019",5,"marbles","unknown"
"23296","Maybe the best museum in the world","Aaron A","Aug 2019",5,"mummies","unknown"
"23297","Maybe the best museum in the world","Aaron A","Aug 2019",5,"youre","unknown"
"23298","Maybe the best museum in the world","Aaron A","Aug 2019",5,"travelling","unknown"
"23299","Maybe the best museum in the world","Aaron A","Aug 2019",5,"abroad","unknown"
"23300","Maybe the best museum in the world","Aaron A","Aug 2019",5,"dont","unknown"
"23301","Maybe the best museum in the world","Aaron A","Aug 2019",5,"miss","unknown"
"23302","Maybe the best museum in the world","Aaron A","Aug 2019",5,"museum","unknown"
"23303","Fascinating, but always very busy","AMK","Aug 2019",4,"fantastic","surprise"
"23304","Fascinating, but always very busy","AMK","Aug 2019",4,"museum","unknown"
"23305","Fascinating, but always very busy","AMK","Aug 2019",4,"impressive","unknown"
"23306","Fascinating, but always very busy","AMK","Aug 2019",4,"collection","unknown"
"23307","Fascinating, but always very busy","AMK","Aug 2019",4,"artefacts","unknown"
"23308","Fascinating, but always very busy","AMK","Aug 2019",4,"extent","unknown"
"23309","Fascinating, but always very busy","AMK","Aug 2019",4,"victim","unknown"
"23310","Fascinating, but always very busy","AMK","Aug 2019",4,"fame","unknown"
"23311","Fascinating, but always very busy","AMK","Aug 2019",4,"success","unknown"
"23312","Fascinating, but always very busy","AMK","Aug 2019",4,"invariably","unknown"
"23313","Fascinating, but always very busy","AMK","Aug 2019",4,"heaving","unknown"
"23314","Fascinating, but always very busy","AMK","Aug 2019",4,"tourists","unknown"
"23315","Fascinating, but always very busy","AMK","Aug 2019",4,"expect","joy"
"23316","Fascinating, but always very busy","AMK","Aug 2019",4,"lengthy","unknown"
"23317","Fascinating, but always very busy","AMK","Aug 2019",4,"visit","unknown"
"23318","Fascinating, but always very busy","AMK","Aug 2019",4,"shuffle","unknown"
"23319","Fascinating, but always very busy","AMK","Aug 2019",4,"close","joy"
"23320","Fascinating, but always very busy","AMK","Aug 2019",4,"popular","unknown"
"23321","Heritage of the world","SashaYovanovich","Aug 2019",5,"bm","unknown"
"23322","Heritage of the world","SashaYovanovich","Aug 2019",5,"london","unknown"
"23323","Heritage of the world","SashaYovanovich","Aug 2019",5,"british","unknown"
"23324","Heritage of the world","SashaYovanovich","Aug 2019",5,"fullflown","unknown"
"23325","Heritage of the world","SashaYovanovich","Aug 2019",5,"world","unknown"
"23326","Heritage of the world","SashaYovanovich","Aug 2019",5,"institution","unknown"
"23327","Heritage of the world","SashaYovanovich","Aug 2019",5,"sense","unknown"
"23328","Heritage of the world","SashaYovanovich","Aug 2019",5,"word","unknown"
"23329","Heritage of the world","SashaYovanovich","Aug 2019",5,"content","joy"
"23330","Heritage of the world","SashaYovanovich","Aug 2019",5,"exhibits","unknown"
"23331","Heritage of the world","SashaYovanovich","Aug 2019",5,"organization","unknown"
"23332","Heritage of the world","SashaYovanovich","Aug 2019",5,"venue","unknown"
"23333","Heritage of the world","SashaYovanovich","Aug 2019",5,"building","unknown"
"23334","Heritage of the world","SashaYovanovich","Aug 2019",5,"historyb","unknown"
"23335","Heritage of the world","SashaYovanovich","Aug 2019",5,"courtyard","unknown"
"23336","Heritage of the world","SashaYovanovich","Aug 2019",5,"glass","unknown"
"23337","Heritage of the world","SashaYovanovich","Aug 2019",5,"roof","unknown"
"23338","Heritage of the world","SashaYovanovich","Aug 2019",5,"free","unknown"
"23339","One of the ""Jewels in our Crown""","Ian G","Aug 2019",5,"london","unknown"
"23340","One of the ""Jewels in our Crown""","Ian G","Aug 2019",5,"visit","unknown"
"23341","One of the ""Jewels in our Crown""","Ian G","Aug 2019",5,"oxus","unknown"
"23342","One of the ""Jewels in our Crown""","Ian G","Aug 2019",5,"hoard","unknown"
"23343","One of the ""Jewels in our Crown""","Ian G","Aug 2019",5,"sutton","unknown"
"23344","One of the ""Jewels in our Crown""","Ian G","Aug 2019",5,"hoo","unknown"
"23345","One of the ""Jewels in our Crown""","Ian G","Aug 2019",5,"treasures","unknown"
"23346","One of the ""Jewels in our Crown""","Ian G","Aug 2019",5,"egyptian","unknown"
"23347","One of the ""Jewels in our Crown""","Ian G","Aug 2019",5,"mummies","unknown"
"23348","One of the ""Jewels in our Crown""","Ian G","Aug 2019",5,"modern","unknown"
"23349","One of the ""Jewels in our Crown""","Ian G","Aug 2019",5,"coins","unknown"
"23350","One of the ""Jewels in our Crown""","Ian G","Aug 2019",5,"including","unknown"
"23351","One of the ""Jewels in our Crown""","Ian G","Aug 2019",5,"lots","unknown"
"23352","One of the ""Jewels in our Crown""","Ian G","Aug 2019",5,"lots","unknown"
"23353","One of the ""Jewels in our Crown""","Ian G","Aug 2019",5,"acquired","unknown"
"23354","One of the ""Jewels in our Crown""","Ian G","Aug 2019",5,"english","unknown"
"23355","A MUST. No similar museum I have ever been","Roberto","Aug 2019",5,"matter","unknown"
"23356","A MUST. No similar museum I have ever been","Roberto","Aug 2019",5,"art","unknown"
"23357","A MUST. No similar museum I have ever been","Roberto","Aug 2019",5,"history","unknown"
"23358","A MUST. No similar museum I have ever been","Roberto","Aug 2019",5,"tan","unknown"
"23359","A MUST. No similar museum I have ever been","Roberto","Aug 2019",5,"wow","unknown"
"23360","A MUST. No similar museum I have ever been","Roberto","Aug 2019",5,"visit","unknown"
"23361","A MUST. No similar museum I have ever been","Roberto","Aug 2019",5,"perfectly","unknown"
"23362","A MUST. No similar museum I have ever been","Roberto","Aug 2019",5,"arranged","unknown"
